FIPS code;GeoName;State;2001 Real GDP (thousands of chained 2012 dollars) ;2002 Real GDP (thousands of chained 2012 dollars) ;2003 Real GDP (thousands of chained 2012 dollars) ;2004 Real GDP (thousands of chained 2012 dollars) ;2005 Real GDP (thousands of chained 2012 dollars) ;2006 Real GDP (thousands of chained 2012 dollars) ;2007 Real GDP (thousands of chained 2012 dollars) ;2008 Real GDP (thousands of chained 2012 dollars) ;2009 Real GDP (thousands of chained 2012 dollars) ;2010 Real GDP (thousands of chained 2012 dollars) ;2011 Real GDP (thousands of chained 2012 dollars) ;2012 Real GDP (thousands of chained 2012 dollars) ;2013 Real GDP (thousands of chained 2012 dollars) ;2014 Real GDP (thousands of chained 2012 dollars) ;2015 Real GDP (thousands of chained 2012 dollars) ;2016 Real GDP (thousands of chained 2012 dollars) ;2017 Real GDP (thousands of chained 2012 dollars) ;2018 Real GDP (thousands of chained 2012 dollars) ;2019 Real GDP (thousands of chained 2012 dollars) ;2020 Real GDP (thousands of chained 2012 dollars) ;2021 Real GDP (thousands of chained 2012 dollars) ;2001 Chain-type quantity indexes for real GDP ;2002 Chain-type quantity indexes for real GDP ;2003 Chain-type quantity indexes for real GDP ;2004 Chain-type quantity indexes for real GDP ;2005 Chain-type quantity indexes for real GDP ;2006 Chain-type quantity indexes for real GDP ;2007 Chain-type quantity indexes for real GDP ;2008 Chain-type quantity indexes for real GDP ;2009 Chain-type quantity indexes for real GDP ;2010 Chain-type quantity indexes for real GDP ;2011 Chain-type quantity indexes for real GDP ;2012 Chain-type quantity indexes for real GDP ;2013 Chain-type quantity indexes for real GDP ;2014 Chain-type quantity indexes for real GDP ;2015 Chain-type quantity indexes for real GDP ;2016 Chain-type quantity indexes for real GDP ;2017 Chain-type quantity indexes for real GDP ;2018 Chain-type quantity indexes for real GDP ;2019 Chain-type quantity indexes for real GDP ;2020 Chain-type quantity indexes for real GDP ;2021 Chain-type quantity indexes for real GDP ;2001 Chain-type quantity indexes for real GDP ;2002 Chain-type quantity indexes for real GDP ;2003 Chain-type quantity indexes for real GDP ;2004 Chain-type quantity indexes for real GDP ;2005 Chain-type quantity indexes for real GDP ;2006 Chain-type quantity indexes for real GDP ;2007 Chain-type quantity indexes for real GDP ;2008 Chain-type quantity indexes for real GDP ;2009 Chain-type quantity indexes for real GDP ;2010 Chain-type quantity indexes for real GDP ;2011 Chain-type quantity indexes for real GDP ;2012 Chain-type quantity indexes for real GDP ;2013 Chain-type quantity indexes for real GDP ;2014 Chain-type quantity indexes for real GDP ;2015 Chain-type quantity indexes for real GDP ;2016 Chain-type quantity indexes for real GDP ;2017 Chain-type quantity indexes for real GDP ;2018 Chain-type quantity indexes for real GDP ;2019 Chain-type quantity indexes for real GDP ;2020 Chain-type quantity indexes for real GDP ;2021 Chain-type quantity indexes for real GDP 
16051;Jefferson County;Idaho;374108.0;451299.0;417672.0;444070.0;442372.0;505228.0;560333.0;579063.0;603098.0;551836.0;563478.0;543321.0;557671.0;548573.0;584570.0;639124.0;648501.0;725411.0;814264.0;797150.0;804426.0;68.856;83.063;76.874;81.732;81.42;92.989;103.131;106.578;111.002;101.567;103.71;100.0;102.641;100.967;107.592;117.633;119.359;133.514;149.868;146.718;148.057;68.856;83.063;76.874;81.732;81.42;92.989;103.131;106.578;111.002;101.567;103.71;100.0;102.641;100.967;107.592;117.633;119.359;133.514;149.868;146.718;148.057
16053;Jerome County;Idaho;766742.0;726515.0;719368.0;757266.0;810597.0;852004.0;902837.0;910024.0;781221.0;957733.0;910693.0;977310.0;1005628.0;1129460.0;1112162.0;1195497.0;1164371.0;1223797.0;1278999.0;1311044.0;1316984.0;78.454;74.338;73.607;77.485;82.942;87.178;92.38;93.115;79.936;97.997;93.184;100.0;102.898;115.568;113.798;122.325;119.14;125.221;130.869;134.148;134.756;78.454;74.338;73.607;77.485;82.942;87.178;92.38;93.115;79.936;97.997;93.184;100.0;102.898;115.568;113.798;122.325;119.14;125.221;130.869;134.148;134.756
16055;Kootenai County;Idaho;3456795.0;3528914.0;3683118.0;3978816.0;4366120.0;4565234.0;4774355.0;4786125.0;4418018.0;4615565.0;4475695.0;4549770.0;4934304.0;5032654.0;5065926.0;5293700.0;5454643.0;5754147.0;5874552.0;6042537.0;6553224.0;75.977;77.562;80.952;87.451;95.964;100.34;104.936;105.195;97.104;101.446;98.372;100.0;108.452;110.613;111.345;116.351;119.888;126.471;129.118;132.81;144.034;75.977;77.562;80.952;87.451;95.964;100.34;104.936;105.195;97.104;101.446;98.372;100.0;108.452;110.613;111.345;116.351;119.888;126.471;129.118;132.81;144.034
16057;Latah County;Idaho;984061.0;1008546.0;1027987.0;1082908.0;1104736.0;1117294.0;1126522.0;1149224.0;1092749.0;1091069.0;1099477.0;1105806.0;1117926.0;1094276.0;1128596.0;1131879.0;1165794.0;1205668.0;1245397.0;1208568.0;1275493.0;88.99;91.205;92.963;97.929;99.903;101.039;101.873;103.926;98.819;98.667;99.428;100.0;101.096;98.957;102.061;102.358;105.425;109.031;112.623;109.293;115.345;88.99;91.205;92.963;97.929;99.903;101.039;101.873;103.926;98.819;98.667;99.428;100.0;101.096;98.957;102.061;102.358;105.425;109.031;112.623;109.293;115.345
16059;Lemhi County;Idaho;180333.0;176263.0;183777.0;192925.0;202884.0;208983.0;213094.0;210240.0;209892.0;206917.0;197998.0;196506.0;198413.0;212756.0;211404.0;213002.0;222141.0;236688.0;241050.0;239297.0;249783.0;91.769;89.699;93.522;98.177;103.246;106.349;108.441;106.989;106.812;105.298;100.759;100.0;100.97;108.269;107.581;108.394;113.045;120.448;122.668;121.776;127.112;91.769;89.699;93.522;98.177;103.246;106.349;108.441;106.989;106.812;105.298;100.759;100.0;100.97;108.269;107.581;108.394;113.045;120.448;122.668;121.776;127.112
16061;Lewis County;Idaho;90915.0;86047.0;91163.0;101107.0;109763.0;105503.0;127129.0;149352.0;159781.0;161884.0;147222.0;150546.0;149477.0;125240.0;142372.0;127319.0;135557.0;139838.0;144322.0;146178.0;162576.0;60.39;57.156;60.555;67.16;72.91;70.08;84.445;99.207;106.134;107.531;97.792;100.0;99.29;83.19;94.57;84.572;90.044;92.887;95.866;97.099;107.991;60.39;57.156;60.555;67.16;72.91;70.08;84.445;99.207;106.134;107.531;97.792;100.0;99.29;83.19;94.57;84.572;90.044;92.887;95.866;97.099;107.991
16063;Lincoln County;Idaho;134112.0;130796.0;132590.0;140297.0;148251.0;147980.0;201076.0;224685.0;205339.0;224208.0;212293.0;204989.0;215071.0;255713.0;229600.0;263938.0;289641.0;298514.0;297505.0;292059.0;280832.0;65.424;63.806;64.682;68.441;72.321;72.189;98.091;109.608;100.171;109.376;103.563;100.0;104.918;124.745;112.006;128.757;141.296;145.625;145.132;142.476;136.999;65.424;63.806;64.682;68.441;72.321;72.189;98.091;109.608;100.171;109.376;103.563;100.0;104.918;124.745;112.006;128.757;141.296;145.625;145.132;142.476;136.999
16065;Madison County;Idaho;671652.0;759582.0;731917.0;779564.0;796740.0;883662.0;915438.0;916175.0;914299.0;854445.0;899695.0;936277.0;961497.0;947522.0;976594.0;1005875.0;1020842.0;1112234.0;1176563.0;1180080.0;1215301.0;71.736;81.128;78.173;83.262;85.097;94.38;97.774;97.853;97.653;91.26;96.093;100.0;102.694;101.201;104.306;107.434;109.032;118.793;125.664;126.04;129.802;71.736;81.128;78.173;83.262;85.097;94.38;97.774;97.853;97.653;91.26;96.093;100.0;102.694;101.201;104.306;107.434;109.032;118.793;125.664;126.04;129.802
16067;Minidoka County;Idaho;616152.0;707216.0;616141.0;616722.0;606210.0;702543.0;661148.0;674647.0;688416.0;651866.0;753154.0;712772.0;719488.0;690325.0;727438.0;709582.0;661434.0;732288.0;815691.0;841876.0;783475.0;86.445;99.221;86.443;86.525;85.05;98.565;92.757;94.651;96.583;91.455;105.666;100.0;100.942;96.851;102.058;99.552;92.797;102.738;114.439;118.113;109.919;86.445;99.221;86.443;86.525;85.05;98.565;92.757;94.651;96.583;91.455;105.666;100.0;100.942;96.851;102.058;99.552;92.797;102.738;114.439;118.113;109.919
16069;Nez Perce County;Idaho;1578887.0;1590027.0;1611683.0;1660836.0;1670325.0;1659772.0;1680778.0;1752896.0;1712765.0;1761166.0;1718398.0;1706347.0;1759702.0;1777672.0;1819326.0;1904579.0;1854758.0;1824667.0;1920195.0;1929090.0;2041024.0;92.53;93.183;94.452;97.333;97.889;97.27;98.501;102.728;100.376;103.213;100.706;100.0;103.127;104.18;106.621;111.617;108.698;106.934;112.532;113.054;119.614;92.53;93.183;94.452;97.333;97.889;97.27;98.501;102.728;100.376;103.213;100.706;100.0;103.127;104.18;106.621;111.617;108.698;106.934;112.532;113.054;119.614
16071;Oneida County;Idaho;78094.0;72951.0;87645.0;89726.0;110210.0;107473.0;105091.0;118739.0;113503.0;107742.0;105756.0;96876.0;112148.0;129800.0;125480.0;143585.0;128878.0;133195.0;121242.0;130998.0;144912.0;80.612;75.303;90.471;92.619;113.764;110.939;108.479;122.568;117.163;111.216;109.166;100.0;115.764;133.986;129.526;148.215;133.034;137.49;125.151;135.222;149.585;80.612;75.303;90.471;92.619;113.764;110.939;108.479;122.568;117.163;111.216;109.166;100.0;115.764;133.986;129.526;148.215;133.034;137.49;125.151;135.222;149.585
16073;Owyhee County;Idaho;277766.0;287593.0;281888.0;306763.0;325391.0;353846.0;341942.0;311814.0;300806.0;324118.0;323277.0;327160.0;347764.0;422956.0;396711.0;438911.0;411688.0;440962.0;444136.0;438237.0;436237.0;84.902;87.906;86.162;93.766;99.459;108.157;104.518;95.31;91.945;99.07;98.813;100.0;106.298;129.281;121.259;134.158;125.837;134.785;135.755;133.952;133.341;84.902;87.906;86.162;93.766;99.459;108.157;104.518;95.31;91.945;99.07;98.813;100.0;106.298;129.281;121.259;134.158;125.837;134.785;135.755;133.952;133.341
16075;Payette County;Idaho;443525.0;485247.0;513921.0;484634.0;534518.0;545197.0;557934.0;568165.0;510749.0;571656.0;607940.0;670348.0;723453.0;711848.0;770184.0;755797.0;737531.0;724837.0;777291.0;767723.0;810197.0;66.163;72.387;76.665;72.296;79.737;81.33;83.23;84.757;76.192;85.277;90.69;100.0;107.922;106.191;114.893;112.747;110.022;108.128;115.953;114.526;120.862;66.163;72.387;76.665;72.296;79.737;81.33;83.23;84.757;76.192;85.277;90.69;100.0;107.922;106.191;114.893;112.747;110.022;108.128;115.953;114.526;120.862
16077;Power County;Idaho;531297.0;419249.0;350983.0;361284.0;364042.0;427292.0;411983.0;399575.0;411506.0;352936.0;399971.0;430136.0;373946.0;307660.0;328994.0;313079.0;336002.0;365481.0;385407.0;399608.0;354199.0;123.518;97.469;81.598;83.993;84.634;99.339;95.78;92.895;95.669;82.052;92.987;100.0;86.937;71.526;76.486;72.786;78.115;84.969;89.601;92.903;82.346;123.518;97.469;81.598;83.993;84.634;99.339;95.78;92.895;95.669;82.052;92.987;100.0;86.937;71.526;76.486;72.786;78.115;84.969;89.601;92.903;82.346
16079;Shoshone County;Idaho;408462.0;405101.0;428523.0;451505.0;569313.0;547106.0;589335.0;724614.0;646834.0;740594.0;785496.0;571713.0;725627.0;842247.0;739431.0;709893.0;495916.0;501658.0;469444.0;550207.0;702882.0;71.445;70.857;74.954;78.974;99.58;95.696;103.082;126.744;113.14;129.54;137.393;100.0;126.922;147.32;129.336;124.169;86.742;87.746;82.112;96.238;122.943;71.445;70.857;74.954;78.974;99.58;95.696;103.082;126.744;113.14;129.54;137.393;100.0;126.922;147.32;129.336;124.169;86.742;87.746;82.112;96.238;122.943
16081;Teton County;Idaho;145792.0;158283.0;154024.0;174964.0;221486.0;290231.0;332863.0;307424.0;273921.0;233019.0;223521.0;231865.0;227756.0;244377.0;254472.0;268326.0;279846.0;300061.0;318518.0;326538.0;353384.0;62.878;68.265;66.428;75.46;95.524;125.173;143.559;132.588;118.138;100.498;96.401;100.0;98.228;105.396;109.75;115.725;120.694;129.412;137.372;140.831;152.41;62.878;68.265;66.428;75.46;95.524;125.173;143.559;132.588;118.138;100.498;96.401;100.0;98.228;105.396;109.75;115.725;120.694;129.412;137.372;140.831;152.41
16083;Twin Falls County;Idaho;2222716.0;2278970.0;2310893.0;2455871.0;2607341.0;2737394.0;2845954.0;2819744.0;2598131.0;2603909.0;2641375.0;2734616.0;2854214.0;2974588.0;3013168.0;3167586.0;3311686.0;3454002.0;3520586.0;3547086.0;3666968.0;81.281;83.338;84.505;89.807;95.346;100.102;104.071;103.113;95.009;95.22;96.59;100.0;104.373;108.775;110.186;115.833;121.102;126.307;128.742;129.711;134.094;81.281;83.338;84.505;89.807;95.346;100.102;104.071;103.113;95.009;95.22;96.59;100.0;104.373;108.775;110.186;115.833;121.102;126.307;128.742;129.711;134.094
16085;Valley County;Idaho;271284.0;274880.0;291142.0;331264.0;390001.0;453331.0;445499.0;409862.0;350680.0;356866.0;353225.0;393384.0;389431.0;385783.0;402051.0;411221.0;425516.0;439461.0;458477.0;459505.0;496105.0;68.962;69.876;74.01;84.209;99.14;115.239;113.248;104.189;89.145;90.717;89.792;100.0;98.995;98.068;102.203;104.534;108.168;111.713;116.547;116.808;126.112;68.962;69.876;74.01;84.209;99.14;115.239;113.248;104.189;89.145;90.717;89.792;100.0;98.995;98.068;102.203;104.534;108.168;111.713;116.547;116.808;126.112
16087;Washington County;Idaho;290981.0;325524.0;323981.0;316409.0;297107.0;342986.0;315923.0;352764.0;395150.0;429819.0;429392.0;418724.0;391681.0;386672.0;375578.0;401530.0;409699.0;401206.0;437487.0;417865.0;401799.0;69.492;77.742;77.374;75.565;70.955;81.912;75.449;84.248;94.37;102.65;102.548;100.0;93.542;92.345;89.696;95.894;97.845;95.816;104.481;99.795;95.958;69.492;77.742;77.374;75.565;70.955;81.912;75.449;84.248;94.37;102.65;102.548;100.0;93.542;92.345;89.696;95.894;97.845;95.816;104.481;99.795;95.958
17001;Adams County;Illinois;2563923.0;2628305.0;2783978.0;2902101.0;2948081.0;3012225.0;3005302.0;3057903.0;2968856.0;3059515.0;3158018.0;3218817.0;3194106.0;3296070.0;3275472.0;3366416.0;3124099.0;3207080.0;3169804.0;3009901.0;3238565.0;79.654;81.654;86.491;90.16;91.589;93.582;93.367;95.001;92.234;95.051;98.111;100.0;99.232;102.4;101.76;104.586;97.057;99.635;98.477;93.51;100.614;79.654;81.654;86.491;90.16;91.589;93.582;93.367;95.001;92.234;95.051;98.111;100.0;99.232;102.4;101.76;104.586;97.057;99.635;98.477;93.51;100.614
17003;Alexander County;Illinois;187795.0;187688.0;185628.0;188698.0;184464.0;193709.0;187803.0;227137.0;202695.0;207037.0;175249.0;153592.0;158495.0;153163.0;159608.0;150671.0;150891.0;147757.0;157976.0;153491.0;143212.0;122.268;122.199;120.857;122.856;120.099;126.119;122.273;147.883;131.969;134.797;114.1;100.0;103.192;99.72;103.917;98.098;98.241;96.2;102.854;99.934;93.242;122.268;122.199;120.857;122.856;120.099;126.119;122.273;147.883;131.969;134.797;114.1;100.0;103.192;99.72;103.917;98.098;98.241;96.2;102.854;99.934;93.242
17005;Bond County;Illinois;408444.0;408587.0;426216.0;454343.0;434996.0;453469.0;426781.0;455890.0;465505.0;490238.0;482028.0;484761.0;479699.0;462490.0;526003.0;490271.0;499572.0;517469.0;513761.0;498022.0;521134.0;84.257;84.286;87.923;93.725;89.734;93.545;88.039;94.044;96.028;101.13;99.436;100.0;98.956;95.406;108.508;101.137;103.055;106.747;105.982;102.735;107.503;84.257;84.286;87.923;93.725;89.734;93.545;88.039;94.044;96.028;101.13;99.436;100.0;98.956;95.406;108.508;101.137;103.055;106.747;105.982;102.735;107.503
17007;Boone County;Illinois;1265194.0;1327054.0;1312806.0;1347999.0;1394486.0;1727322.0;1736900.0;1609328.0;1185661.0;1369527.0;1479934.0;1592839.0;1627042.0;1567899.0;1605375.0;1624487.0;1562938.0;1776699.0;1767849.0;1583466.0;1596850.0;79.43;83.314;82.419;84.629;87.547;108.443;109.044;101.035;74.437;85.98;92.912;100.0;102.147;98.434;100.787;101.987;98.123;111.543;110.987;99.412;100.252;79.43;83.314;82.419;84.629;87.547;108.443;109.044;101.035;74.437;85.98;92.912;100.0;102.147;98.434;100.787;101.987;98.123;111.543;110.987;99.412;100.252
17009;Brown County;Illinois;237735.0;248732.0;285051.0;293132.0;281950.0;281941.0;289033.0;301394.0;316260.0;320548.0;319225.0;340411.0;364155.0;365854.0;407593.0;401086.0;420793.0;441545.0;455135.0;424794.0;437714.0;69.838;73.068;83.737;86.111;82.826;82.824;84.907;88.538;92.906;94.165;93.776;100.0;106.975;107.474;119.736;117.824;123.613;129.71;133.702;124.789;128.584;69.838;73.068;83.737;86.111;82.826;82.824;84.907;88.538;92.906;94.165;93.776;100.0;106.975;107.474;119.736;117.824;123.613;129.71;133.702;124.789;128.584
17011;Bureau County;Illinois;1155960.0;1259354.0;1183154.0;1202838.0;1125050.0;1118334.0;1122392.0;1143525.0;1073450.0;1054230.0;1193106.0;1188294.0;1372324.0;1234099.0;1302420.0;1158198.0;1200765.0;1176418.0;1208105.0;1147624.0;1232269.0;97.279;105.98;99.567;101.224;94.678;94.113;94.454;96.233;90.335;88.718;100.405;100.0;115.487;103.855;109.604;97.467;101.05;99.001;101.667;96.577;103.701;97.279;105.98;99.567;101.224;94.678;94.113;94.454;96.233;90.335;88.718;100.405;100.0;115.487;103.855;109.604;97.467;101.05;99.001;101.667;96.577;103.701
17013;Calhoun County;Illinois;86509.0;91151.0;85181.0;86085.0;82212.0;87328.0;76986.0;89885.0;94403.0;95620.0;92834.0;88828.0;89146.0;83856.0;79070.0;79848.0;89535.0;88436.0;81614.0;80877.0;83828.0;97.389;102.616;95.894;96.912;92.552;98.312;86.669;101.19;106.276;107.647;104.51;100.0;100.358;94.403;89.014;89.891;100.797;99.559;91.879;91.049;94.371;97.389;102.616;95.894;96.912;92.552;98.312;86.669;101.19;106.276;107.647;104.51;100.0;100.358;94.403;89.014;89.891;100.797;99.559;91.879;91.049;94.371
17015;Carroll County;Illinois;463637.0;454562.0;459318.0;454754.0;452378.0;475120.0;475560.0;445457.0;431256.0;503284.0;561230.0;526186.0;612297.0;563123.0;583279.0;641864.0;549233.0;550989.0;515333.0;522275.0;546406.0;88.113;86.388;87.292;86.425;85.973;90.295;90.379;84.658;81.959;95.647;106.66;100.0;116.365;107.02;110.85;121.984;104.38;104.714;97.937;99.257;103.843;88.113;86.388;87.292;86.425;85.973;90.295;90.379;84.658;81.959;95.647;106.66;100.0;116.365;107.02;110.85;121.984;104.38;104.714;97.937;99.257;103.843
17017;Cass County;Illinois;515574.0;506711.0;575319.0;592202.0;580162.0;594044.0;575800.0;769457.0;930299.0;1005893.0;544238.0;542022.0;577632.0;574681.0;549090.0;563619.0;580224.0;578049.0;593562.0;595366.0;613138.0;95.121;93.485;106.143;109.258;107.037;109.598;106.232;141.96;171.635;185.582;100.409;100.0;106.57;106.025;101.304;103.985;107.048;106.647;109.509;109.842;113.121;95.121;93.485;106.143;109.258;107.037;109.598;106.232;141.96;171.635;185.582;100.409;100.0;106.57;106.025;101.304;103.985;107.048;106.647;109.509;109.842;113.121
17019;Champaign County;Illinois;8129936.0;8555112.0;8607433.0;8790877.0;8782774.0;8924526.0;9094482.0;9487453.0;9349612.0;9710652.0;9801142.0;9830961.0;10206719.0;10431572.0;10481939.0;10143000.0;10103937.0;9957225.0;10015127.0;9905088.0;10291381.0;82.697;87.022;87.554;89.42;89.338;90.78;92.509;96.506;95.104;98.776;99.697;100.0;103.822;106.109;106.622;103.174;102.777;101.284;101.873;100.754;104.683;82.697;87.022;87.554;89.42;89.338;90.78;92.509;96.506;95.104;98.776;99.697;100.0;103.822;106.109;106.622;103.174;102.777;101.284;101.873;100.754;104.683
17021;Christian County;Illinois;1244607.0;1254163.0;1342977.0;1437456.0;1301400.0;1260725.0;1408939.0;1503757.0;1493594.0;1516458.0;1516885.0;1407506.0;1523001.0;1555104.0;1460014.0;1445674.0;1519126.0;1473287.0;1406245.0;1270243.0;1458273.0;88.426;89.105;95.415;102.128;92.461;89.572;100.102;106.838;106.116;107.741;107.771;100.0;108.206;110.486;103.731;102.712;107.93;104.674;99.91;90.248;103.607;88.426;89.105;95.415;102.128;92.461;89.572;100.102;106.838;106.116;107.741;107.771;100.0;108.206;110.486;103.731;102.712;107.93;104.674;99.91;90.248;103.607
17023;Clark County;Illinois;317593.0;338841.0;378423.0;429805.0;437455.0;443299.0;473110.0;521950.0;499181.0;545943.0;495157.0;457383.0;506720.0;467782.0;549431.0;510521.0;524717.0;554729.0;557136.0;514925.0;554208.0;69.437;74.083;82.737;93.971;95.643;96.921;103.439;114.117;109.139;119.363;108.259;100.0;110.787;102.274;120.125;111.618;114.722;121.283;121.81;112.581;121.169;69.437;74.083;82.737;93.971;95.643;96.921;103.439;114.117;109.139;119.363;108.259;100.0;110.787;102.274;120.125;111.618;114.722;121.283;121.81;112.581;121.169
17025;Clay County;Illinois;406864.0;459215.0;451328.0;478044.0;493443.0;464374.0;466102.0;456980.0;396804.0;441422.0;455792.0;525335.0;531902.0;539937.0;589421.0;512855.0;525392.0;538996.0;522055.0;486895.0;562332.0;77.449;87.414;85.913;90.998;93.929;88.396;88.725;86.988;75.534;84.027;86.762;100.0;101.25;102.78;112.199;97.625;100.011;102.601;99.376;92.683;107.043;77.449;87.414;85.913;90.998;93.929;88.396;88.725;86.988;75.534;84.027;86.762;100.0;101.25;102.78;112.199;97.625;100.011;102.601;99.376;92.683;107.043
17027;Clinton County;Illinois;948409.0;1007947.0;1010992.0;1015337.0;1002904.0;1068629.0;997762.0;1070750.0;1024228.0;1053955.0;1074002.0;1006685.0;1004382.0;1037839.0;992205.0;1027474.0;992137.0;969551.0;970631.0;952167.0;972919.0;94.211;100.125;100.428;100.859;99.624;106.153;99.114;106.364;101.743;104.696;106.687;100.0;99.771;103.095;98.562;102.065;98.555;96.311;96.419;94.584;96.646;94.211;100.125;100.428;100.859;99.624;106.153;99.114;106.364;101.743;104.696;106.687;100.0;99.771;103.095;98.562;102.065;98.555;96.311;96.419;94.584;96.646
17029;Coles County;Illinois;2031227.0;2057564.0;2034393.0;2081375.0;2093810.0;2101580.0;2125631.0;2140947.0;2042271.0;2155485.0;2218385.0;2085289.0;2137247.0;2139972.0;2105639.0;2140841.0;2219680.0;2229321.0;2246173.0;2202184.0;2373750.0;97.407;98.67;97.559;99.812;100.409;100.781;101.935;102.669;97.937;103.366;106.383;100.0;102.492;102.622;100.976;102.664;106.445;106.907;107.715;105.606;113.833;97.407;98.67;97.559;99.812;100.409;100.781;101.935;102.669;97.937;103.366;106.383;100.0;102.492;102.622;100.976;102.664;106.445;106.907;107.715;105.606;113.833
17031;Cook County;Illinois;319416863.0;317677627.0;319584069.0;325626391.0;332506023.0;339220028.0;340913867.0;332248828.0;321486761.0;322477275.0;327295325.0;334799049.0;335559101.0;342702955.0;349888900.0;350611919.0;352296359.0;362125306.0;366674036.0;343215769.0;367715512.0;95.406;94.886;95.455;97.26;99.315;101.32;101.826;99.238;96.024;96.32;97.759;100.0;100.227;102.361;104.507;104.723;105.226;108.162;109.521;102.514;109.832;95.406;94.886;95.455;97.26;99.315;101.32;101.826;99.238;96.024;96.32;97.759;100.0;100.227;102.361;104.507;104.723;105.226;108.162;109.521;102.514;109.832
17033;Crawford County;Illinois;1942028.0;1578236.0;1859532.0;1872685.0;1787270.0;1532308.0;2073004.0;2909439.0;6970804.0;3123262.0;1054869.0;2143331.0;2548298.0;2945383.0;2418629.0;1751547.0;2156497.0;2153390.0;1775288.0;1301382.0;1395013.0;90.608;73.635;86.759;87.373;83.387;71.492;96.719;135.744;325.232;145.72;49.216;100.0;118.894;137.421;112.844;81.721;100.614;100.469;82.828;60.718;65.086;90.608;73.635;86.759;87.373;83.387;71.492;96.719;135.744;325.232;145.72;49.216;100.0;118.894;137.421;112.844;81.721;100.614;100.469;82.828;60.718;65.086
17035;Cumberland County;Illinois;222346.0;245504.0;230080.0;231494.0;219409.0;239626.0;226404.0;251985.0;237334.0;265177.0;273213.0;288115.0;305423.0;418262.0;581057.0;752013.0;996622.0;1146407.0;1315704.0;964250.0;758610.0;77.173;85.21;79.857;80.348;76.153;83.17;78.581;87.46;82.375;92.039;94.828;100.0;106.007;145.172;201.675;261.011;345.911;397.899;456.659;334.675;263.301;77.173;85.21;79.857;80.348;76.153;83.17;78.581;87.46;82.375;92.039;94.828;100.0;106.007;145.172;201.675;261.011;345.911;397.899;456.659;334.675;263.301
17037;DeKalb County;Illinois;2879092.0;2922237.0;3117942.0;3324111.0;3391051.0;3408645.0;3550996.0;3488962.0;3275695.0;3462738.0;3559835.0;3528111.0;3684365.0;3645028.0;3642290.0;3695862.0;3672959.0;3769523.0;3780169.0;3822799.0;4002025.0;81.604;82.827;88.374;94.218;96.115;96.614;100.649;98.89;92.846;98.147;100.899;100.0;104.429;103.314;103.236;104.755;104.106;106.843;107.144;108.353;113.433;81.604;82.827;88.374;94.218;96.115;96.614;100.649;98.89;92.846;98.147;100.899;100.0;104.429;103.314;103.236;104.755;104.106;106.843;107.144;108.353;113.433
17039;De Witt County;Illinois;913304.0;905969.0;895419.0;936568.0;895906.0;896590.0;943161.0;979364.0;967399.0;1028192.0;1078898.0;1117173.0;1077689.0;1120391.0;1090164.0;1165814.0;1092129.0;1101949.0;1087924.0;1138593.0;1099395.0;81.751;81.095;80.15;83.834;80.194;80.255;84.424;87.664;86.593;92.035;96.574;100.0;96.466;100.288;97.582;104.354;97.758;98.637;97.382;101.917;98.409;81.751;81.095;80.15;83.834;80.194;80.255;84.424;87.664;86.593;92.035;96.574;100.0;96.466;100.288;97.582;104.354;97.758;98.637;97.382;101.917;98.409
17041;Douglas County;Illinois;796778.0;804889.0;809379.0;828220.0;802024.0;862460.0;841517.0;846654.0;831026.0;907674.0;936490.0;948842.0;1001339.0;1023850.0;997228.0;1058904.0;1023743.0;1036657.0;1008964.0;957625.0;994292.0;83.974;84.829;85.302;87.288;84.527;90.896;88.689;89.23;87.583;95.661;98.698;100.0;105.533;107.905;105.099;111.6;107.894;109.255;106.336;100.926;104.79;83.974;84.829;85.302;87.288;84.527;90.896;88.689;89.23;87.583;95.661;98.698;100.0;105.533;107.905;105.099;111.6;107.894;109.255;106.336;100.926;104.79
17043;DuPage County;Illinois;66580833.0;67774944.0;69526810.0;71446235.0;72938892.0;75383703.0;75408865.0;74941651.0;71993689.0;72929052.0;74589501.0;76490456.0;77648180.0;79348104.0;81728251.0;81751562.0;83579315.0;85549529.0;86856916.0;83079682.0;87957178.0;87.045;88.606;90.896;93.405;95.357;98.553;98.586;97.975;94.121;95.344;97.515;100.0;101.514;103.736;106.848;106.878;109.268;111.843;113.553;108.614;114.991;87.045;88.606;90.896;93.405;95.357;98.553;98.586;97.975;94.121;95.344;97.515;100.0;101.514;103.736;106.848;106.878;109.268;111.843;113.553;108.614;114.991
17045;Edgar County;Illinois;639490.0;586243.0;587952.0;612757.0;584429.0;626408.0;597546.0;661227.0;601793.0;640137.0;666996.0;683018.0;756897.0;733990.0;726027.0;697378.0;756456.0;747733.0;716317.0;714964.0;832936.0;93.627;85.831;86.081;89.713;85.566;91.712;87.486;96.809;88.108;93.722;97.654;100.0;110.817;107.463;106.297;102.102;110.752;109.475;104.875;104.677;121.949;93.627;85.831;86.081;89.713;85.566;91.712;87.486;96.809;88.108;93.722;97.654;100.0;110.817;107.463;106.297;102.102;110.752;109.475;104.875;104.677;121.949
